Data,Vendedor,Produto,Valor Unitario,Quantidade Vendida,Faturamento,Lucro,Forma de Pagamento,Local da venda,Unnamed: 0
13/11/2020,João Martins - 16337283762,Celular,R$ 300,1,R$ 300,R$ 200,Boleto,Mato Grosso (MT),50
13/10/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 700,Cartão de Crédito,Mato Grosso do Sul (MS),60
13/10/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 100,Boleto,Minas Gerais (MG),25
14/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Pará (PA),61
14/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,5,R$ 2.500,R$ 700,Cartão de Crédito,Paraíba (PB),63
14/11/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 900,Cartão de Crédito,Paraná (PR),53
14/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,4,R$ 1.200,R$ 700,Boleto,Pernambuco (PE),15
14/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 700,Cartão de Crédito,Piauí (PI),70
14/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Rio de Janeiro (RJ),17
14/10/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 100,Cartão de Crédito,Rio Grande do Norte (RN),69
14/10/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 400,Boleto,Rio Grande do Sul (RS),78
14/10/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 900,Cartão de Crédito,Rondônia (RO),64
14/11/2020,João Martins - 16337283762,Celular,R$ 300,4,R$ 1.200,R$ 700,Cartão de Crédito,Roraima (RR),44
14/10/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 1.000,Cartão de Crédito,Santa Catarina (SC),29
14/10/2020,João Martins - 16337283762,Notebook,R$ 700,5,R$ 3.500,R$ 1.500,Boleto,São Paulo (SP),59
14/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,5,R$ 1.500,R$ 500,Boleto,Sergipe (SE),51
14/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,4,R$ 2.000,R$ 600,Cartão de Crédito,Tocantins (TO),14
14/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 1.900,Cartão de Crédito,Acre (AC),15
14/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Alagoas (AL),34
14/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Amapá (AP),4
14/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 700,Cartão de Crédito,Amazonas (AM),91
14/11/2020,João Lira - 17278283926,Celular,R$ 300,4,R$ 1.200,R$ 400,Boleto,Bahia (BA),54
14/11/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 600,Cartão de Crédito,Ceará (CE),71
14/10/2020,João Lira - 17278283926,Notebook,R$ 700,7,R$ 4.900,R$ 2.600,Cartão de Crédito,Distrito Federal (DF),51
14/10/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 400,Cartão de Crédito,Espírito Santo (ES),92
14/10/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 300,Cartão de Crédito,Goiás (GO),79
14/10/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 400,Boleto,Maranhão (MA),32
14/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Mato Grosso (MT),8
14/11/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Mato Grosso do Sul (MS),93
14/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,6,R$ 4.200,R$ 1.600,Cartão de Crédito,Minas Gerais (MG),83
14/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 200,Boleto,Pará (PA),51
14/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 100,Cartão de Crédito,Paraíba (PB),14
14/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.600,Cartão de Crédito,Paraná (PR),98
14/10/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 300,Boleto,Pernambuco (PE),4
14/10/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Piauí (PI),92
14/11/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 800,Boleto,Rio de Janeiro (RJ),4
14/10/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Rio Grande do Norte (RN),34
14/11/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 100,Cartão de Crédito,Rio Grande do Sul (RS),84
14/10/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 900,Boleto,Rondônia (RO),21
15/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 100,Boleto,Roraima (RR),48
15/11/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 300,Boleto,Santa Catarina (SC),0
15/11/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 200,Cartão de Crédito,São Paulo (SP),2
15/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Sergipe (SE),57
15/11/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Tocantins (TO),34
15/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 700,Cartão de Crédito,Bahia (BA),96
15/10/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Ceará (CE),16
15/10/2020,João Lira - 17278283926,Tablet,R$ 500,5,R$ 2.500,R$ 600,Cartão de Crédito,Distrito Federal (DF),49
15/10/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 700,Cartão de Crédito,Espírito Santo (ES),41
15/10/2020,João Martins - 16337283762,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Goiás (GO),12
15/10/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Maranhão (MA),62
15/10/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Mato Grosso (MT),54
15/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 500,Cartão de Crédito,Mato Grosso do Sul (MS),4
15/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 300,Boleto,Minas Gerais (MG),2
15/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,3,R$ 2.100,R$ 1.200,Cartão de Crédito,Pará (PA),0
15/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,8,R$ 2.400,R$ 800,Boleto,Paraíba (PB),10
15/11/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Paraná (PR),19
15/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Pernambuco (PE),91
15/11/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,9,R$ 2.700,R$ 1.400,Cartão de Crédito,Piauí (PI),53
15/11/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,7,R$ 3.500,R$ 1.600,Cartão de Crédito,Rio de Janeiro (RJ),72
15/10/2020,João Lira - 17278283926,Notebook,R$ 700,7,R$ 4.900,R$ 2.800,Cartão de Crédito,Rio Grande do Norte (RN),88
15/11/2020,João Martins - 16337283762,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Rio Grande do Sul (RS),33
15/10/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 100,Boleto,Rondônia (RO),15
15/10/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 400,Boleto,Roraima (RR),85
15/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,5,R$ 1.500,R$ 800,Cartão de Crédito,Santa Catarina (SC),55
15/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,3,R$ 1.500,R$ 700,Cartão de Crédito,São Paulo (SP),25
15/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 900,Cartão de Crédito,Sergipe (SE),43
15/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 400,Cartão de Crédito,Tocantins (TO),75
15/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Acre (AC),93
15/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 300,Cartão de Crédito,Alagoas (AL),16
15/11/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 200,Boleto,Amapá (AP),33
15/10/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Amazonas (AM),41
15/10/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Bahia (BA),8
15/10/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Boleto,Ceará (CE),29
15/10/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Distrito Federal (DF),97
15/11/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Espírito Santo (ES),86
16/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Goiás (GO),98
16/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Maranhão (MA),13
16/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Mato Grosso (MT),77
16/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 400,Cartão de Crédito,Mato Grosso do Sul (MS),0
16/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,4,R$ 2.000,R$ 900,Cartão de Crédito,Minas Gerais (MG),28
16/11/2020,Diego Amorim - 13201937281,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Pará (PA),8
16/11/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Paraíba (PB),10
16/10/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 800,Cartão de Crédito,Paraná (PR),15
16/10/2020,João Lira - 17278283926,Notebook,R$ 700,3,R$ 2.100,R$ 500,Boleto,Pernambuco (PE),59
16/10/2020,João Martins - 16337283762,Celular,R$ 300,5,R$ 1.500,R$ 500,Cartão de Crédito,Piauí (PI),53
16/10/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 400,Boleto,Rio de Janeiro (RJ),87
16/10/2020,João Martins - 16337283762,Notebook,R$ 700,3,R$ 2.100,R$ 1.000,Cartão de Crédito,Rio Grande do Norte (RN),46
16/11/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 500,Boleto,Rio Grande do Sul (RS),99
16/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 300,Cartão de Crédito,Rondônia (RO),7
16/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 1.700,Cartão de Crédito,Roraima (RR),79
16/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,7,R$ 2.100,R$ 800,Cartão de Crédito,Santa Catarina (SC),92
16/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,São Paulo (SP),51
16/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,7,R$ 4.900,R$ 1.700,Cartão de Crédito,Sergipe (SE),45
16/10/2020,João Lira - 17278283926,Celular,R$ 300,4,R$ 1.200,R$ 400,Cartão de Crédito,Tocantins (TO),86
16/10/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 300,Cartão de Crédito,Bahia (BA),10
16/11/2020,João Lira - 17278283926,Notebook,R$ 700,7,R$ 4.900,R$ 1.200,Cartão de Crédito,Ceará (CE),84
16/11/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Distrito Federal (DF),99
16/11/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 300,Cartão de Crédito,Espírito Santo (ES),29
16/11/2020,João Martins - 16337283762,Notebook,R$ 700,4,R$ 2.800,R$ 900,Cartão de Crédito,Goiás (GO),76
16/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,3,R$ 900,R$ 300,Boleto,Maranhão (MA),42
16/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,4,R$ 2.000,R$ 1.200,Cartão de Crédito,Mato Grosso (MT),10
16/11/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,6,R$ 4.200,R$ 1.200,Boleto,Mato Grosso do Sul (MS),21
16/11/2020,Diego Amorim - 13201937281,Celular,R$ 300,4,R$ 1.200,R$ 300,Boleto,Minas Gerais (MG),15
16/11/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Pará (PA),64
16/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 400,Cartão de Crédito,Paraíba (PB),68
16/10/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 400,Boleto,Paraná (PR),72
16/10/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 1.000,Boleto,Pernambuco (PE),76
16/10/2020,João Lira - 17278283926,Notebook,R$ 700,4,R$ 2.800,R$ 600,Cartão de Crédito,Piauí (PI),10
16/11/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 100,Cartão de Crédito,Rio de Janeiro (RJ),72
16/10/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 200,Cartão de Crédito,Rio Grande do Norte (RN),56
16/11/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Rio Grande do Sul (RS),77
17/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,5,R$ 1.500,R$ 900,Cartão de Crédito,Rondônia (RO),7
17/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Roraima (RR),64
17/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Santa Catarina (SC),33
17/11/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,São Paulo (SP),59
17/11/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Sergipe (SE),49
17/11/2020,Diego Amorim - 13201937281,Notebook,R$ 700,5,R$ 3.500,R$ 1.000,Cartão de Crédito,Tocantins (TO),78
17/10/2020,João Lira - 17278283926,Celular,R$ 300,5,R$ 1.500,R$ 500,Cartão de Crédito,Acre (AC),29
17/10/2020,João Lira - 17278283926,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Alagoas (AL),7
17/10/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Amapá (AP),81
17/10/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Amazonas (AM),9
17/10/2020,João Martins - 16337283762,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Bahia (BA),80
17/10/2020,João Martins - 16337283762,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Ceará (CE),61
17/11/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Distrito Federal (DF),56
17/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.600,Cartão de Crédito,Espírito Santo (ES),80
17/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 2.200,Cartão de Crédito,Goiás (GO),88
17/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,4,R$ 1.200,R$ 600,Cartão de Crédito,Maranhão (MA),27
17/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Mato Grosso (MT),3
17/11/2020,Diego Amorim - 13201937281,Notebook,R$ 700,6,R$ 4.200,R$ 2.100,Cartão de Crédito,Mato Grosso do Sul (MS),50
17/10/2020,João Lira - 17278283926,Celular,R$ 300,5,R$ 1.500,R$ 500,Cartão de Crédito,Minas Gerais (MG),87
17/10/2020,João Lira - 17278283926,Tablet,R$ 500,9,R$ 4.500,R$ 1.500,Cartão de Crédito,Pará (PA),14
17/10/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 300,Cartão de Crédito,Paraíba (PB),88
17/10/2020,João Martins - 16337283762,Celular,R$ 300,3,R$ 900,R$ 300,Boleto,Paraná (PR),2
17/10/2020,João Martins - 16337283762,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Pernambuco (PE),92
17/10/2020,João Martins - 16337283762,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Piauí (PI),88
17/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Rio de Janeiro (RJ),82
17/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.200,Cartão de Crédito,Rio Grande do Norte (RN),48
17/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,3,R$ 2.100,R$ 1.300,Boleto,Rio Grande do Sul (RS),83
17/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Rondônia (RO),9
17/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 500,Boleto,Roraima (RR),91
17/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Santa Catarina (SC),60
17/11/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,São Paulo (SP),70
17/10/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Sergipe (SE),97
17/11/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 400,Cartão de Crédito,Tocantins (TO),42
17/10/2020,João Martins - 16337283762,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Bahia (BA),6
17/10/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 600,Boleto,Ceará (CE),57
17/11/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Distrito Federal (DF),52
18/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 500,Cartão de Crédito,Espírito Santo (ES),27
18/11/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,4,R$ 2.000,R$ 500,Cartão de Crédito,Goiás (GO),96
18/11/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 300,Boleto,Maranhão (MA),43
18/11/2020,Diego Amorim - 13201937281,Celular,R$ 300,4,R$ 1.200,R$ 800,Cartão de Crédito,Mato Grosso (MT),23
18/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 1.000,Cartão de Crédito,Mato Grosso do Sul (MS),83
18/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,0,R$ 0,R$ 0,Boleto,Minas Gerais (MG),50
18/10/2020,João Lira - 17278283926,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Pará (PA),87
18/11/2020,João Lira - 17278283926,Tablet,R$ 500,0,R$ 0,R$ 0,Boleto,Paraíba (PB),45
18/10/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,Paraná (PR),27
18/10/2020,João Martins - 16337283762,Celular,R$ 300,3,R$ 900,R$ 400,Cartão de Crédito,Pernambuco (PE),31
18/10/2020,João Martins - 16337283762,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Piauí (PI),18
18/11/2020,João Martins - 16337283762,Notebook,R$ 700,4,R$ 2.800,R$ 1.600,Boleto,Rio de Janeiro (RJ),97
18/11/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Rio Grande do Norte (RN),88
18/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 100,Boleto,Rio Grande do Sul (RS),40
18/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 400,Cartão de Crédito,Rondônia (RO),45
18/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,8,R$ 2.400,R$ 800,Cartão de Crédito,Roraima (RR),48
18/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 300,Boleto,Santa Catarina (SC),77
18/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 900,Cartão de Crédito,São Paulo (SP),99
18/10/2020,João Lira - 17278283926,Celular,R$ 300,7,R$ 2.100,R$ 1.100,Boleto,Sergipe (SE),43
18/10/2020,João Lira - 17278283926,Tablet,R$ 500,8,R$ 4.000,R$ 2.000,Cartão de Crédito,Tocantins (TO),21
18/11/2020,João Lira - 17278283926,Notebook,R$ 700,8,R$ 5.600,R$ 3.100,Boleto,Acre (AC),43
18/10/2020,João Martins - 16337283762,Celular,R$ 300,1,R$ 300,R$ 200,Boleto,Alagoas (AL),59
18/11/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 800,Boleto,Amapá (AP),94
18/10/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Amazonas (AM),13
18/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Bahia (BA),17
18/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Boleto,Ceará (CE),13
18/11/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 500,Boleto,Distrito Federal (DF),24
18/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Espírito Santo (ES),38
18/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 600,Cartão de Crédito,Goiás (GO),47
18/11/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 200,Boleto,Maranhão (MA),16
18/10/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 300,Boleto,Mato Grosso (MT),89
18/11/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Mato Grosso do Sul (MS),1
18/11/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 200,Boleto,Minas Gerais (MG),85
18/10/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 400,Cartão de Crédito,Pará (PA),93
18/11/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 600,Cartão de Crédito,Paraíba (PB),14
18/11/2020,João Martins - 16337283762,Notebook,R$ 700,3,R$ 2.100,R$ 600,Boleto,Paraná (PR),96
19/11/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 700,Cartão de Crédito,Pernambuco (PE),40
19/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Piauí (PI),73
19/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 1.800,Cartão de Crédito,Rio de Janeiro (RJ),8
19/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 500,Cartão de Crédito,Rio Grande do Norte (RN),37
19/11/2020,Diego Amorim - 13201937281,Tablet,R$ 500,3,R$ 1.500,R$ 800,Cartão de Crédito,Rio Grande do Sul (RS),57
19/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 800,Boleto,Rondônia (RO),15
19/11/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 500,Cartão de Crédito,Roraima (RR),13
19/11/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 300,Boleto,Santa Catarina (SC),31
19/10/2020,João Lira - 17278283926,Notebook,R$ 700,5,R$ 3.500,R$ 1.200,Cartão de Crédito,São Paulo (SP),92
19/10/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 400,Boleto,Sergipe (SE),87
19/10/2020,João Martins - 16337283762,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Tocantins (TO),54
19/10/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 700,Boleto,Acre (AC),84
19/11/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 600,Cartão de Crédito,Alagoas (AL),60
19/10/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,3,R$ 1.500,R$ 800,Boleto,Amapá (AP),83
19/10/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,6,R$ 4.200,R$ 2.400,Boleto,Amazonas (AM),90
19/10/2020,Diego Amorim - 13201937281,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Bahia (BA),47
19/10/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Ceará (CE),47
19/10/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Distrito Federal (DF),81
19/10/2020,João Lira - 17278283926,Celular,R$ 300,4,R$ 1.200,R$ 600,Cartão de Crédito,Espírito Santo (ES),27
19/10/2020,João Lira - 17278283926,Tablet,R$ 500,7,R$ 3.500,R$ 1.200,Cartão de Crédito,Goiás (GO),1
19/10/2020,João Lira - 17278283926,Notebook,R$ 700,8,R$ 5.600,R$ 2.900,Cartão de Crédito,Maranhão (MA),69
19/11/2020,João Martins - 16337283762,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Mato Grosso (MT),56
19/11/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 800,Cartão de Crédito,Mato Grosso do Sul (MS),30
19/10/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 600,Cartão de Crédito,Minas Gerais (MG),64
19/10/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Pará (PA),97
